record_id,zone,crop,growth_stage,soil_moisture_pct,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,soil_ph,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,solar_radiation_wm2,water_required_mm,fertilizer_required_kg_ha,irrigation_status,nutrient_status
2268,F,Maize,Vegetative,71.05,78.08,58.34,115.33,7.44,23.07,67.13,8.94,21.15,881.1,15.44,54.43,Moderate Need,Moderate
2269,A,Potato,Maturity,13.19,68.37,13.21,81.27,5.27,23.01,44.26,12.21,22.94,751.31,35.44,69.41,High Need,High
2270,C,Wheat,Maturity,53.94,92.88,33.71,100.09,7.64,35.11,45.07,19.75,10.64,559.31,17.42,55.26,Moderate Need,Moderate
2271,E,Rice,Maturity,27.17,64.14,38.82,60.72,5.31,39.18,94.36,13.46,20.76,888.43,38.94,68.46,High Need,High
2272,B,Rice,Vegetative,14.43,53.86,16.78,51.97,6.8,25.12,62.16,53.92,7.0,603.82,26.25,74.71,High Need,High
2273,B,Wheat,Maturity,36.17,49.35,26.51,66.32,7.0,33.14,42.55,33.67,4.36,822.23,21.88,71.98,Moderate Need,High
2274,F,Rice,Vegetative,68.11,41.15,13.61,34.69,5.48,23.68,47.89,43.02,8.58,814.8,8.21,84.3,No/Low Need,High
2275,D,Maize,Flowering,12.71,46.57,79.74,55.71,5.32,38.41,51.1,3.79,9.2,881.32,58.26,70.28,High Need,High
2276,E,Potato,Seedling,47.27,29.48,61.56,105.76,7.24,32.8,65.66,68.9,10.54,157.46,0.77,66.75,No/Low Need,High
2277,E,Wheat,Seedling,42.08,54.69,16.12,23.8,6.2,35.66,55.13,13.65,9.95,596.25,18.38,74.94,Moderate Need,High
2278,B,Wheat,Flowering,64.4,23.66,11.42,35.09,5.48,19.09,62.3,28.81,10.87,498.13,4.03,91.74,No/Low Need,High
2279,A,Wheat,Vegetative,17.04,38.64,60.35,32.51,7.18,31.17,44.99,5.75,18.04,516.96,36.38,75.59,High Need,High
2280,D,Rice,Vegetative,52.89,94.68,40.74,60.31,7.41,29.61,54.6,10.94,6.89,490.92,24.35,58.77,Moderate Need,Moderate
2281,E,Tomato,Vegetative,52.81,52.55,65.08,119.7,6.73,24.45,39.22,53.26,1.45,811.85,12.0,58.03,No/Low Need,Moderate
2282,B,Wheat,Flowering,52.14,86.82,74.64,37.34,5.62,23.77,88.38,55.41,12.75,370.67,0.0,59.32,No/Low Need,Moderate
2283,E,Wheat,Seedling,68.54,91.69,51.95,34.55,5.24,30.76,46.93,54.16,11.76,493.34,1.78,59.2,No/Low Need,Moderate
2284,D,Maize,Maturity,61.39,78.12,23.1,111.51,7.02,33.54,80.41,44.17,2.44,270.58,1.76,58.04,No/Low Need,Moderate
2285,D,Wheat,Seedling,14.52,115.87,64.75,108.21,6.63,18.73,55.97,76.2,4.21,313.96,4.89,35.8,No/Low Need,Moderate
2286,C,Maize,Vegetative,40.26,22.14,76.91,23.22,6.89,30.48,63.46,40.57,13.24,661.36,19.31,77.84,Moderate Need,High
2287,F,Rice,Vegetative,35.88,93.87,50.62,95.17,7.31,21.75,52.48,35.95,6.63,199.4,13.76,52.67,Moderate Need,Moderate
2288,F,Tomato,Vegetative,30.61,115.88,57.74,85.55,6.33,21.09,76.79,19.8,22.06,259.65,19.46,42.94,Moderate Need,Moderate
2289,B,Potato,Vegetative,39.08,106.23,33.62,96.77,5.52,31.71,85.67,7.91,5.16,548.83,26.38,52.26,High Need,Moderate
2290,D,Maize,Vegetative,35.05,36.79,36.71,69.45,7.64,24.84,52.18,43.85,1.48,137.21,9.73,77.85,No/Low Need,High
2291,C,Potato,Maturity,37.94,52.68,61.43,119.14,6.62,27.7,49.53,25.19,11.74,207.89,16.15,56.77,Moderate Need,Moderate
2292,C,Rice,Flowering,70.76,37.25,74.94,24.38,6.8,25.92,75.89,41.92,24.67,833.85,8.04,74.37,No/Low Need,High
2293,E,Wheat,Seedling,17.32,80.13,54.03,43.44,7.63,32.26,46.71,16.49,16.21,819.22,26.35,60.94,High Need,High
2294,E,Maize,Vegetative,67.33,91.22,65.29,59.65,7.62,28.34,73.39,67.05,9.5,395.61,0.0,56.38,No/Low Need,Moderate
2295,C,Maize,Maturity,40.81,51.71,22.01,64.98,6.69,39.2,40.67,79.98,1.4,395.79,8.18,70.95,No/Low Need,High
2296,E,Wheat,Vegetative,49.42,73.95,24.84,112.14,5.97,25.75,72.21,25.79,12.64,896.04,17.74,60.53,Moderate Need,High
2297,D,Rice,Seedling,61.81,89.09,47.24,76.0,7.79,34.29,65.8,67.39,5.96,121.96,0.0,56.03,No/Low Need,Moderate
2298,A,Rice,Flowering,33.63,62.13,22.36,24.51,6.97,23.66,41.83,69.84,16.55,593.25,15.83,76.53,Moderate Need,High
2299,D,Wheat,Flowering,37.83,105.4,54.45,60.79,6.26,29.19,73.95,79.69,14.99,607.78,6.21,51.64,No/Low Need,Moderate
2300,C,Rice,Flowering,36.57,97.15,30.42,61.65,6.66,30.16,61.79,27.42,7.37,769.7,35.7,58.18,High Need,Moderate
2301,C,Maize,Seedling,34.48,26.47,65.41,116.55,6.28,25.24,48.03,60.48,2.65,908.99,12.17,63.65,Moderate Need,High
2302,D,Rice,Seedling,67.53,82.11,66.57,79.92,7.51,28.38,56.2,18.3,19.12,402.45,9.21,53.19,No/Low Need,Moderate
2303,E,Rice,Flowering,61.74,43.53,42.47,83.57,6.45,24.14,64.53,49.98,15.05,472.16,1.65,70.1,No/Low Need,High
2304,E,Maize,Vegetative,18.54,75.75,22.66,91.33,7.34,18.13,40.49,56.39,21.21,670.6,20.59,64.08,Moderate Need,High
2305,F,Maize,Flowering,18.49,115.69,55.27,97.0,7.38,22.74,92.46,59.29,7.24,922.18,21.18,46.41,Moderate Need,Moderate
2306,C,Tomato,Flowering,37.67,107.91,79.5,83.51,7.34,33.4,74.93,16.57,16.67,857.17,39.35,46.0,High Need,Moderate
2307,B,Maize,Vegetative,17.92,60.45,53.58,43.72,7.08,34.96,41.15,67.9,3.85,667.0,24.78,68.09,Moderate Need,High
2308,F,Rice,Maturity,49.15,49.15,12.5,107.4,7.42,24.16,84.37,33.68,8.0,828.22,13.91,71.31,Moderate Need,High
2309,E,Tomato,Maturity,20.62,43.44,11.21,93.21,6.21,26.98,54.35,17.31,16.76,172.42,24.99,72.56,Moderate Need,High
2310,D,Wheat,Flowering,43.34,73.25,32.43,94.19,5.5,18.82,70.81,43.4,20.81,420.56,7.27,64.92,No/Low Need,High
2311,E,Rice,Seedling,12.43,31.42,23.7,119.66,7.39,23.22,51.63,69.07,8.7,111.13,9.38,71.88,No/Low Need,High
2312,D,Maize,Seedling,31.0,74.93,66.91,100.25,6.5,35.14,79.0,77.37,20.17,250.85,5.18,48.95,No/Low Need,Moderate
2313,F,Potato,Vegetative,52.63,20.13,69.14,102.92,5.53,31.33,78.38,59.86,17.27,635.92,7.38,72.64,No/Low Need,High
2314,C,Wheat,Vegetative,41.04,52.38,28.1,115.14,5.5,22.53,68.12,0.45,9.37,852.73,25.72,68.36,High Need,High
2315,E,Rice,Maturity,70.7,41.99,32.8,35.11,5.61,23.66,49.46,10.78,22.03,637.86,14.2,78.51,Moderate Need,High
2316,D,Rice,Vegetative,64.45,117.12,26.54,69.77,7.15,35.97,50.22,6.1,13.22,664.52,28.98,51.97,High Need,Moderate
2317,C,Rice,Vegetative,33.54,92.72,73.59,78.06,7.05,22.6,57.97,8.1,16.56,188.25,25.72,49.92,High Need,Moderate
2318,B,Wheat,Vegetative,14.73,54.97,45.19,52.93,5.73,25.35,43.7,30.64,12.9,665.13,29.33,71.0,High Need,High
2319,D,Maize,Flowering,62.74,29.28,55.93,103.94,7.4,32.62,55.26,27.08,11.87,486.19,15.31,73.19,Moderate Need,High
2320,F,Rice,Seedling,66.67,71.68,39.08,96.24,5.93,30.34,76.06,9.09,21.35,653.72,14.09,57.76,Moderate Need,Moderate
2321,B,Potato,Vegetative,61.24,41.34,54.17,92.09,7.26,28.14,84.85,70.58,8.07,377.25,0.0,69.01,No/Low Need,High
2322,B,Tomato,Vegetative,19.68,73.64,37.01,119.71,6.47,37.79,54.95,49.23,1.88,594.26,31.08,55.53,High Need,Moderate
2323,A,Maize,Maturity,71.87,103.54,33.78,45.94,7.1,22.83,49.02,63.72,22.11,460.46,0.0,56.17,No/Low Need,Moderate
2324,E,Tomato,Seedling,27.52,81.58,54.41,93.55,6.19,34.31,84.96,29.72,20.8,574.84,20.72,51.11,Moderate Need,Moderate
2325,D,Rice,Maturity,55.45,83.38,51.37,75.14,6.1,21.5,88.44,32.82,9.8,225.03,0.44,55.15,No/Low Need,Moderate
2326,B,Wheat,Maturity,66.48,74.1,30.55,51.3,7.39,31.55,59.6,25.41,5.45,436.45,7.46,66.69,No/Low Need,High
2327,A,Maize,Vegetative,26.14,112.73,20.45,36.06,5.29,37.15,36.61,35.07,17.21,418.14,30.53,60.76,High Need,High
2328,F,Tomato,Flowering,66.5,113.19,35.8,109.59,7.73,28.07,76.7,48.83,2.89,725.94,3.58,50.6,No/Low Need,Moderate
2329,C,Tomato,Seedling,30.57,71.27,39.06,79.55,6.89,33.93,82.04,39.44,11.17,700.45,18.3,59.18,Moderate Need,Moderate
2330,D,Rice,Maturity,70.58,50.58,54.01,102.49,6.32,36.05,36.08,67.03,3.06,872.53,7.28,61.01,No/Low Need,High
2331,B,Potato,Flowering,28.88,65.96,74.02,74.53,6.83,20.99,70.7,72.01,15.35,637.25,10.17,59.45,No/Low Need,Moderate
2332,E,Rice,Vegetative,69.21,38.66,12.53,42.0,5.52,33.53,70.3,37.57,1.65,367.37,4.01,84.25,No/Low Need,High
2333,A,Tomato,Vegetative,15.21,83.63,27.06,53.75,6.54,38.24,57.72,19.18,16.1,765.74,47.37,62.08,High Need,High
2334,B,Potato,Seedling,54.56,70.01,23.56,58.15,7.76,30.68,79.99,75.62,17.16,522.45,0.0,68.42,No/Low Need,High
2335,E,Rice,Maturity,43.93,30.33,45.16,117.29,5.81,22.09,60.69,58.8,12.69,264.47,2.05,69.35,No/Low Need,High
2336,B,Maize,Seedling,40.67,39.76,40.08,20.56,7.08,20.79,75.61,51.21,5.2,735.3,6.63,76.92,No/Low Need,High
2337,D,Rice,Flowering,25.41,67.96,61.03,118.57,6.33,23.71,66.03,59.63,3.43,212.65,11.16,55.22,No/Low Need,Moderate
2338,D,Wheat,Vegetative,54.34,108.76,26.97,118.05,6.9,20.28,49.91,6.08,8.52,251.43,11.83,47.78,No/Low Need,Moderate
2339,D,Wheat,Maturity,23.45,76.64,51.61,119.62,5.73,29.29,71.39,5.41,12.16,744.94,27.89,53.41,High Need,Moderate
2340,F,Maize,Vegetative,45.17,88.15,71.87,67.66,6.42,19.53,79.21,12.25,16.41,754.62,19.55,51.06,Moderate Need,Moderate
2341,F,Potato,Flowering,27.19,53.9,73.75,116.38,7.75,22.91,93.43,11.8,1.03,772.16,31.53,62.01,High Need,High
2342,A,Maize,Vegetative,69.34,77.14,77.11,59.56,5.71,27.68,57.81,33.65,18.07,349.33,4.12,57.45,No/Low Need,Moderate
2343,D,Wheat,Flowering,13.72,64.74,64.13,22.63,6.85,28.43,38.87,12.59,18.11,836.6,45.33,67.92,High Need,High
2344,E,Tomato,Seedling,23.98,85.91,73.42,42.43,6.7,30.44,94.28,68.36,11.67,714.27,11.34,52.0,No/Low Need,Moderate
2345,B,Potato,Vegetative,26.54,25.06,26.42,114.53,6.67,33.52,72.43,46.25,9.24,808.87,27.07,74.16,High Need,High
2346,C,Rice,Vegetative,36.84,69.33,23.83,21.38,6.8,19.04,91.79,29.46,21.22,702.31,18.96,72.16,Moderate Need,High
2347,E,Potato,Flowering,25.96,49.6,10.45,74.6,6.51,19.77,41.23,5.57,19.83,592.66,38.91,74.84,High Need,High
2348,F,Rice,Vegetative,41.48,52.62,59.48,27.56,5.24,19.34,55.52,47.28,24.6,192.99,6.87,74.19,No/Low Need,High
2349,F,Tomato,Flowering,64.35,116.09,75.62,48.64,7.54,27.31,43.04,9.32,9.93,704.3,24.78,49.06,Moderate Need,Moderate
2350,E,Rice,Vegetative,54.72,38.27,23.09,28.81,7.35,18.92,85.13,59.46,22.76,686.89,0.0,83.54,No/Low Need,High
2351,F,Rice,Maturity,46.8,51.12,54.59,105.95,5.65,34.41,87.82,64.22,3.1,365.62,3.32,63.0,No/Low Need,High
2352,D,Wheat,Maturity,17.34,70.99,62.25,79.11,6.27,22.91,65.08,43.52,10.88,725.45,18.68,56.0,Moderate Need,Moderate
2353,A,Maize,Flowering,53.64,106.3,74.93,110.21,7.2,38.66,46.2,11.97,12.17,567.89,31.43,43.57,High Need,Moderate
2354,B,Wheat,Vegetative,21.98,61.67,55.28,88.84,7.75,28.7,42.63,62.95,11.58,575.5,18.31,64.65,Moderate Need,High
2355,A,Rice,Vegetative,59.18,94.39,77.92,117.1,7.67,27.82,70.29,24.63,16.0,412.46,12.49,46.4,Moderate Need,Moderate
2356,B,Maize,Seedling,27.0,105.64,34.13,70.99,7.54,35.17,65.38,17.81,5.08,199.27,18.42,52.69,Moderate Need,Moderate
2357,B,Potato,Vegetative,37.02,51.0,34.49,83.87,5.61,33.69,76.69,37.64,21.79,284.39,17.78,70.97,Moderate Need,High
2358,A,Wheat,Flowering,33.03,59.28,48.01,77.63,7.58,31.36,53.31,73.81,14.24,753.51,16.11,68.89,Moderate Need,High
2359,E,Rice,Flowering,63.53,55.66,36.85,68.43,7.48,38.57,59.14,23.79,22.7,330.73,21.43,72.76,Moderate Need,High
2360,B,Wheat,Maturity,19.59,103.29,10.1,104.6,6.18,27.29,36.28,72.45,1.06,101.92,7.9,52.36,No/Low Need,Moderate
2361,A,Rice,Vegetative,45.94,24.43,61.22,84.45,6.23,35.79,71.61,4.29,16.12,947.46,41.2,72.11,High Need,High
2362,B,Tomato,Flowering,20.52,50.84,62.62,100.13,6.4,26.36,60.39,6.68,10.9,279.08,37.83,62.34,High Need,High
2363,C,Tomato,Vegetative,54.29,87.94,62.29,98.64,6.91,36.44,90.19,55.88,13.12,657.08,9.7,50.45,No/Low Need,Moderate
2364,E,Maize,Flowering,66.3,76.54,34.15,39.1,5.88,23.71,73.51,15.25,18.85,887.88,17.25,68.65,Moderate Need,High
2365,D,Wheat,Vegetative,38.08,63.63,46.56,85.02,5.26,24.36,58.92,25.33,6.45,609.76,18.47,66.02,Moderate Need,High
2366,B,Tomato,Vegetative,41.29,73.99,35.2,39.96,5.57,32.91,50.82,10.91,5.92,779.18,34.83,68.91,High Need,High
2367,C,Maize,Vegetative,67.65,39.76,11.12,78.33,6.34,22.68,89.32,26.58,17.87,929.92,9.1,76.52,No/Low Need,High
2368,D,Tomato,Flowering,43.26,63.07,49.37,87.74,5.93,23.04,35.98,22.44,13.51,831.31,31.97,64.18,High Need,High
2369,D,Maize,Maturity,41.26,70.17,18.66,119.72,7.19,24.72,54.61,58.91,6.61,574.22,7.92,61.08,No/Low Need,High
2370,B,Tomato,Vegetative,46.7,110.12,15.6,23.05,5.48,32.94,91.61,56.16,12.62,409.15,6.67,63.27,No/Low Need,High
2371,A,Maize,Seedling,53.35,46.08,62.88,29.12,7.59,37.57,74.24,76.39,12.03,510.09,2.3,71.8,No/Low Need,High
2372,B,Wheat,Vegetative,18.41,106.78,10.67,27.7,7.53,32.84,66.96,57.95,17.59,815.55,24.21,64.71,Moderate Need,High
2373,C,Potato,Flowering,61.27,84.42,77.13,59.84,7.56,36.21,47.21,55.59,1.06,825.35,14.88,57.66,Moderate Need,Moderate
2374,D,Wheat,Vegetative,38.13,22.03,46.07,102.16,7.12,29.96,85.0,55.54,15.08,818.98,13.85,74.88,Moderate Need,High
2375,B,Maize,Flowering,16.34,92.46,78.81,104.41,5.48,19.52,47.25,70.64,15.54,607.64,18.03,49.28,Moderate Need,Moderate
2376,A,Rice,Maturity,59.17,23.56,14.06,93.7,6.34,20.21,49.9,23.7,18.89,505.41,10.85,77.83,No/Low Need,High
2377,B,Maize,Maturity,34.62,119.74,50.85,109.69,5.54,30.2,46.51,24.01,22.34,364.64,21.24,41.71,Moderate Need,Moderate
2378,E,Maize,Vegetative,18.02,107.26,34.45,52.29,7.77,25.21,44.49,59.3,11.56,102.86,13.87,58.28,Moderate Need,Moderate
2379,A,Rice,Maturity,50.03,49.73,69.04,28.82,6.07,22.85,92.2,18.3,9.22,749.81,15.47,68.42,Moderate Need,High
2380,C,Rice,Flowering,64.81,45.74,35.29,25.82,6.72,28.26,71.12,72.96,3.46,335.45,0.0,78.29,No/Low Need,High
2381,D,Maize,Vegetative,65.27,58.14,28.23,105.21,7.23,32.66,73.27,42.78,9.08,380.23,3.53,66.61,No/Low Need,High
2382,B,Tomato,Flowering,69.46,55.62,70.03,93.04,7.59,26.47,92.26,24.01,2.64,816.96,9.65,64.29,No/Low Need,High
2383,A,Wheat,Maturity,64.06,57.23,36.23,89.86,7.16,35.66,48.83,62.09,20.27,144.41,0.32,65.52,No/Low Need,High
2384,E,Rice,Vegetative,12.13,51.83,11.18,53.97,6.95,34.25,35.36,24.99,20.37,888.48,54.44,76.73,High Need,High
2385,A,Maize,Vegetative,34.81,82.11,37.32,57.99,6.41,34.17,70.93,77.06,11.01,101.16,3.16,60.41,No/Low Need,High
2386,F,Rice,Vegetative,61.11,36.43,55.82,115.81,6.77,39.67,65.47,78.64,7.23,898.29,8.28,65.48,No/Low Need,High
2387,E,Wheat,Flowering,33.98,104.6,27.81,26.38,5.44,24.5,63.66,53.34,3.83,486.54,11.64,64.1,No/Low Need,High
2388,C,Rice,Vegetative,48.09,101.24,40.24,97.37,7.5,32.18,38.71,9.09,21.43,186.8,27.69,52.68,High Need,Moderate
2389,D,Rice,Maturity,48.38,67.65,13.97,50.96,6.61,36.82,62.27,21.06,22.06,673.04,26.97,68.66,High Need,High
2390,C,Rice,Flowering,33.9,105.27,51.17,23.91,5.3,30.75,52.25,41.23,7.39,861.48,35.46,60.53,High Need,High
2391,B,Wheat,Flowering,66.27,44.71,62.94,94.26,7.59,35.37,51.47,68.12,15.92,472.36,1.74,68.91,No/Low Need,High
2392,A,Rice,Seedling,42.19,21.76,38.93,53.09,6.47,27.12,48.34,14.79,7.21,687.65,21.84,76.78,Moderate Need,High
2393,F,Wheat,Flowering,39.89,81.92,39.42,92.21,7.46,30.99,54.95,8.35,6.4,932.46,35.0,60.96,High Need,High
2394,E,Wheat,Seedling,71.85,65.79,16.18,90.77,7.43,19.22,56.19,5.96,1.51,304.6,2.89,65.86,No/Low Need,High
2395,E,Wheat,Seedling,41.61,76.72,24.14,73.48,7.32,39.69,53.53,40.56,14.85,797.38,17.14,62.57,Moderate Need,High
2396,A,Wheat,Flowering,22.7,109.93,20.83,97.74,5.36,35.6,93.73,70.78,4.6,350.95,11.68,55.4,No/Low Need,Moderate
2397,F,Tomato,Vegetative,42.78,116.99,43.72,78.1,5.84,37.11,90.96,3.39,1.3,462.39,28.13,47.96,High Need,Moderate
2398,A,Rice,Flowering,60.84,83.45,47.05,48.66,7.48,33.27,69.47,16.99,3.52,339.5,17.6,64.41,Moderate Need,High
2399,B,Wheat,Seedling,58.61,96.41,76.43,93.41,7.54,22.09,93.86,55.46,8.53,479.11,0.0,45.34,No/Low Need,Moderate
2400,C,Rice,Vegetative,59.31,28.38,15.13,78.91,6.39,18.68,94.47,66.07,17.06,104.33,0.0,79.17,No/Low Need,High
2401,E,Rice,Vegetative,54.48,36.07,51.99,21.27,6.34,37.02,56.36,64.59,5.86,357.92,6.35,77.19,No/Low Need,High
2402,B,Maize,Maturity,27.25,93.32,46.85,110.16,5.66,26.72,61.71,62.81,22.3,478.5,12.25,50.35,Moderate Need,Moderate
2403,C,Maize,Flowering,63.73,63.14,46.14,74.56,7.72,23.81,92.54,10.38,7.92,637.4,12.03,68.92,Moderate Need,High
2404,B,Tomato,Flowering,65.61,64.6,71.12,106.86,5.75,30.36,71.52,31.78,8.95,641.76,12.08,58.2,Moderate Need,Moderate
2405,F,Maize,Vegetative,23.65,50.86,24.39,108.27,5.7,27.26,47.78,78.78,6.23,596.22,13.26,69.54,Moderate Need,High
2406,E,Potato,Seedling,19.83,80.74,12.85,64.5,6.92,32.34,76.36,79.11,7.09,349.08,7.72,62.79,No/Low Need,High
2407,A,Rice,Maturity,70.54,38.52,57.06,70.77,5.83,28.64,47.34,48.19,2.78,905.29,8.0,70.09,No/Low Need,High
2408,A,Rice,Vegetative,64.1,82.69,34.16,61.58,7.64,33.34,55.36,56.74,8.07,433.17,3.67,64.56,No/Low Need,High
2409,C,Rice,Vegetative,65.59,37.38,11.23,64.94,5.23,36.78,48.65,76.1,21.63,284.36,0.0,83.3,No/Low Need,High
2410,D,Rice,Flowering,65.18,26.38,27.6,109.51,5.21,22.3,49.7,35.99,17.52,571.34,8.9,80.11,No/Low Need,High
2411,F,Wheat,Seedling,44.5,53.04,31.65,98.81,6.51,25.25,35.28,10.95,22.01,736.59,18.23,62.51,Moderate Need,High
2412,C,Maize,Maturity,50.78,43.11,53.18,32.65,6.47,27.61,87.84,53.52,3.52,110.4,0.0,71.33,No/Low Need,High
2413,D,Rice,Flowering,44.72,108.9,22.08,81.03,5.62,39.17,52.76,76.81,11.93,334.89,10.49,56.47,No/Low Need,Moderate
2414,B,Potato,Vegetative,15.07,25.5,38.91,119.59,6.49,26.04,40.18,55.78,6.5,801.23,28.46,70.53,High Need,High
2415,F,Tomato,Seedling,56.73,37.66,43.77,79.56,6.27,26.38,40.22,64.27,18.31,530.97,3.37,68.44,No/Low Need,High
2416,B,Rice,Vegetative,42.32,74.87,42.15,98.59,7.51,32.38,68.36,33.82,24.29,447.22,22.59,60.66,Moderate Need,High
2417,E,Rice,Maturity,50.86,68.11,78.18,96.91,5.22,27.22,94.58,7.72,20.57,891.27,23.84,56.12,Moderate Need,Moderate
2418,F,Rice,Flowering,42.16,24.59,13.19,55.03,7.74,38.93,43.7,13.51,1.85,176.1,34.82,89.61,High Need,High
2419,D,Rice,Vegetative,41.51,20.73,76.57,57.18,6.82,37.68,40.98,78.61,8.6,623.23,15.6,74.0,Moderate Need,High
2420,E,Rice,Seedling,22.31,118.81,50.74,92.41,5.59,29.29,61.3,39.45,1.69,390.86,18.13,42.4,Moderate Need,Moderate
2421,A,Wheat,Flowering,28.72,85.88,65.7,70.0,5.32,32.19,68.8,0.96,1.96,160.2,28.67,58.51,High Need,Moderate
2422,D,Rice,Flowering,21.53,56.54,40.13,77.06,6.6,19.28,52.66,76.43,2.91,281.68,6.66,67.34,No/Low Need,High
2423,C,Wheat,Vegetative,23.74,67.04,41.77,91.29,5.81,33.31,53.15,39.82,7.63,633.74,25.47,62.83,High Need,High
2424,A,Potato,Vegetative,70.38,46.66,71.55,97.76,5.98,33.56,60.47,66.9,8.3,124.04,0.0,62.54,No/Low Need,High
2425,A,Maize,Vegetative,21.19,54.49,72.72,47.15,5.84,25.9,53.85,43.88,10.61,603.41,23.83,66.46,Moderate Need,High
2426,C,Potato,Flowering,28.16,84.9,26.71,34.68,6.89,22.83,89.92,8.14,10.72,913.32,36.55,66.92,High Need,High
2427,F,Rice,Maturity,47.44,108.28,23.95,49.18,6.64,38.13,37.52,49.25,19.51,775.83,23.82,54.2,Moderate Need,Moderate
2428,A,Wheat,Vegetative,48.61,38.41,44.74,70.75,5.4,27.39,49.07,79.79,4.39,393.76,0.0,75.57,No/Low Need,High
2429,D,Maize,Flowering,21.24,104.04,73.02,54.21,6.57,32.38,83.51,2.78,4.79,217.48,34.24,48.84,High Need,Moderate
2430,E,Rice,Vegetative,59.62,32.16,32.56,76.84,7.26,18.73,85.04,67.34,16.04,495.3,0.0,77.67,No/Low Need,High
2431,A,Rice,Vegetative,59.11,41.5,55.64,25.35,5.41,27.11,41.69,18.84,14.72,434.01,18.49,78.02,Moderate Need,High
2432,D,Maize,Vegetative,26.24,23.72,59.57,70.98,7.51,35.98,93.43,31.51,4.7,925.97,30.46,77.21,High Need,High
2433,B,Maize,Maturity,29.32,34.08,64.51,56.8,6.7,26.53,76.6,29.82,21.45,941.39,24.14,69.97,Moderate Need,High
2434,D,Wheat,Vegetative,68.28,111.73,49.47,73.47,7.67,31.27,51.36,71.9,8.9,449.0,0.0,51.21,No/Low Need,Moderate
2435,E,Wheat,Flowering,61.54,65.94,38.17,62.25,5.59,22.62,62.36,40.36,9.81,226.47,0.0,69.7,No/Low Need,High
2436,D,Wheat,Vegetative,53.87,27.77,77.69,48.42,7.78,27.16,52.83,35.77,11.09,874.02,15.72,76.44,Moderate Need,High
2437,C,Rice,Vegetative,16.93,115.97,52.79,110.41,6.88,38.41,44.0,65.44,8.74,774.51,35.51,41.66,High Need,Moderate
2438,E,Rice,Seedling,37.1,107.9,61.0,38.48,6.68,30.46,52.47,3.91,14.38,534.58,26.17,47.59,High Need,Moderate
2439,F,Rice,Flowering,45.56,95.47,34.15,88.14,6.54,37.84,69.81,6.92,10.33,410.55,36.45,54.39,High Need,Moderate
2440,B,Rice,Vegetative,23.24,113.35,56.9,112.46,5.26,37.84,84.56,1.74,7.23,480.94,43.58,44.95,High Need,Moderate
2441,C,Potato,Flowering,38.89,42.01,28.05,73.87,7.64,38.77,56.81,55.04,22.71,866.6,30.1,78.7,High Need,High
2442,F,Maize,Vegetative,48.06,103.64,27.16,107.64,6.87,37.7,55.87,42.05,8.4,256.95,13.92,50.51,Moderate Need,Moderate
2443,D,Maize,Vegetative,31.64,89.0,60.03,32.49,5.44,18.07,63.08,70.08,17.76,785.77,9.62,61.06,No/Low Need,High
2444,E,Rice,Vegetative,58.86,106.98,46.5,69.38,5.25,38.55,73.67,39.88,9.33,115.46,7.61,54.07,No/Low Need,Moderate
2445,B,Wheat,Vegetative,62.43,99.69,57.83,65.7,5.33,21.02,80.1,17.75,11.45,882.49,11.51,54.49,No/Low Need,Moderate
2446,C,Rice,Seedling,31.42,54.65,28.86,20.81,6.78,18.88,54.61,64.41,6.66,525.25,6.6,72.94,No/Low Need,High
2447,F,Rice,Vegetative,62.32,97.44,51.91,64.33,6.8,19.22,70.18,23.55,19.06,292.74,3.85,52.96,No/Low Need,Moderate
2448,F,Rice,Flowering,18.21,46.25,41.08,56.9,6.5,25.68,58.36,74.86,18.69,102.43,11.62,72.48,No/Low Need,High
2449,B,Tomato,Flowering,62.26,52.86,51.79,86.98,6.0,31.66,77.98,20.03,1.53,575.61,16.05,66.82,Moderate Need,High
2450,D,Maize,Vegetative,21.17,30.79,30.36,113.83,6.58,26.85,44.88,13.42,2.44,307.81,29.33,71.34,High Need,High
2451,B,Wheat,Vegetative,16.98,113.51,60.08,28.58,6.54,18.56,50.42,39.47,23.14,636.57,22.54,49.59,Moderate Need,Moderate
2452,F,Wheat,Vegetative,50.51,49.1,66.42,52.75,5.25,28.48,60.56,4.04,22.33,338.99,19.16,71.0,Moderate Need,High
2453,A,Potato,Vegetative,40.32,72.06,28.19,64.41,5.93,27.73,88.36,2.91,13.15,174.82,19.72,66.42,Moderate Need,High
2454,C,Rice,Seedling,66.47,59.13,31.04,65.52,5.34,34.65,69.4,39.68,12.84,529.29,6.83,69.27,No/Low Need,High
2455,B,Rice,Maturity,33.79,115.99,56.28,97.48,7.54,24.15,92.92,17.21,20.5,579.81,21.95,43.72,Moderate Need,Moderate
2456,F,Rice,Vegetative,29.23,53.5,58.69,64.34,7.09,22.79,41.2,0.75,4.32,484.7,36.95,66.96,High Need,High
2457,D,Tomato,Vegetative,42.04,97.85,59.29,22.72,7.79,23.63,62.61,23.68,16.69,489.33,19.5,60.45,Moderate Need,High
2458,F,Potato,Vegetative,39.36,105.54,57.79,91.01,5.99,24.68,60.14,38.19,12.42,601.2,17.46,46.94,Moderate Need,Moderate
2459,D,Rice,Seedling,32.67,63.56,37.5,108.48,7.48,31.18,71.01,31.54,18.84,547.4,19.77,60.81,Moderate Need,High
